unikey3,性別,年齡,縣市,OB等級,星座,會員年資_天數,是否獨居,是否為寵愛自己名單,高健康意識,高美麗意識,健檢標籤,美容標籤,保健標籤,有無養寵物,全通路歷史累積消費金額,全通路歷史累積消費件數,全通路近三年累積消費金額,全通路近三年累積消費件數,全通路近一年累積消費金額,全通路近一年累積消費件數,全通路近一年保健消費金額,全通路近一年保健消費件數,全通路近一年美容消費金額,全通路近一年美容消費件數,ob歷史累積消費金額,ob歷史累積消費件數,OB近三年累積消費金額,OB近三年累積消費件數,OB近一年累積消費金額,OB近一年累積消費件數,OB近一年保健消費金額,OB近一年保健消費件數,OB近一年美容消費金額,OB近一年美容消費件數,三年內有高單一次付清,三年內買過黃金鑽石,十年地址不變,商務菁英,房產投資客,打高爾夫,有富等信用卡,有高價保單,科學園區3公里內,買過大額禮券,買過收藏品,退休保健族,重金珠寶客,關注理財,高價地段,高社經地位職業,persona,rr
25826489,男,59.0,高雄市旗津區,B,白羊座,6695,否,否,是,否,否,是,是,否,467800.5714100001,134,189901.90475,50,73105.71428999999,20,52466.66666999999,8,2171.42857,1,349754.28568,75,151286.66664999997,30,57057.14286,11,49628.57143,7,2171.42857,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶與家人同住，家中有兩個子女，子女已長大，其中一位剛高中畢業，對日語有興趣且能力很強。
    2) 配偶是護理人員，工作性質為輪班，目前在護理病假，工作量大且壓力大，曾考慮換較輕鬆的醫院工作。
    3) 父親每週洗腎三次，曾切除一個腎臟，另一個腎臟功能不好，且有心臟相關問題，容易喘且經常感到無力。
    4) 家中沒有養寵物。

2. 健康狀況
    1) 客戶有血壓問題，但血糖正常，白頭髮較多，年紀增長後對某些食物不適應。
    2) 客戶安排健康檢查的頻率為一年一次，目前沒有領取慢性處方簽。
    3) 父親曾服用過對心臟和心血管有幫助的四合一保健食品，效果不錯。

3. 職業背景
    1) 客戶目前在公司上班，工作了快三十年，平時五點下班，每週休一天。
    2) 客戶家裡以前經營店面，年終獎金約為一個半月的底薪，但不到五萬元。

4. 健康食品使用心得
    1) 客戶目前服用多種保健食品，包括妍美会、膠原蛋白、葉黃素、幹細胞產品等，並每天服用幹細胞產品兩顆。
    2) 客戶曾購買過玻尿酸、龜鹿二仙膠（給母親食用）、蚓激酶、骨關節保健品（玻璃罐裝）及郭子乾的關節保健產品，對後者評價為「還可以」。
    3) 客戶和小朋友一起服用葉黃素，小朋友一天吃一顆，家中目前還有七八盒存貨。
    4) 客戶早上有泡杏仁粉的習慣，認為杏仁粉有點苦但已改良過，並表示不需要再購買其他飲品。
    5) 客戶曾購買清涼薄荷牙膏、面膜（送給配偶但未使用而過期）及綠茶咖啡，並有意嘗試新產品。

5. 禁忌
    1) 客戶不喜歡紅參的味道。
    2) 客戶需要注意眼睛的藥物。",1
25827360,女,52.0,台南市關廟區,D+,雙子座,6695,否,否,否,否,否,否,是,否,226467.38098,125,35282.85714,4,9522.85714,1,9522.85714,1,0.0,0,123733.33338,34,35282.85714,4,9522.85714,1,9522.85714,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25832932,女,67.0,新北市泰山區,D+,摩羯座,6689,否,否,否,否,否,是,是,否,170706.85716999997,104,26023.80953,14,11360.95238,6,10418.09524,5,0.0,0,9713.33333,6,4723.80952,3,4723.80952,3,4723.80952,3,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她的女兒在公司擔任經理，從事科技相關工作，業績表現非常出色。

2. 健康狀況
    1) 客戶提到她快七十歲了，目前67歲。
    2) 客戶有便秘的情況，但尚未就此問題看醫生。
    3) 客戶的睡眠品質不好。
    4) 客戶提到她有在運動。
    5) 客戶目前在醫院。

3. 職業背景
    1) 客戶未提及自身職業背景，但提到她的女兒從事科技相關工作。

4. 健康食品使用心得
    1) 客戶曾購買過保健品，包括華陀的一定順暢、保養品、龜鹿精等，並有在服用眼睛的保健品及益生菌。
    2) 客戶提到使用華陀的一定順暢後，沒有感覺到效果。

5. 禁忌
    1) 客戶表示產品價格太高，無法負擔，需考慮是否購買。
    2) 客戶目前沒有購買商品的計劃，並提到最近沒有錢購買商品。
    3) 客戶不希望專員介紹產品，要求直接講重點。
    4) 客戶對新竹貨運的服務不滿意，認為送貨時間不準確。",1
25854119,女,50.0,屏東縣恆春鎮,D+,天秤座,6666,否,否,否,否,否,否,是,否,109806.57139,62,34648.57142000001,15,12300.95238,2,11200.0,1,0.0,0,26623.80952,9,12721.90476,3,11200.0,1,11200.0,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 未提及相關內容。

2. 健康狀況
    1) 客戶為50歲女性，睡眠品質良好，通常晚上十點喝茶，十一點能快速入睡。
    2) 客戶有運動的習慣，並提到目前仍持續進行運動。

3. 職業背景
    1) 未提及相關內容。

4. 健康食品使用心得
    1) 客戶曾在東森購物台購買過珍珠粉和膠原蛋白，並提到之前的膠原蛋白是從鳳凰購買的。
    2) 客戶目前有服用益生菌，剛開始使用，並提到朋友建議她購買益生菌且分享給朋友。
    3) 客戶有服用魚油的習慣，通常在晚上睡前服用。

5. 禁忌
    1) 客戶目前不需要補充B群、維他命C和葉黃素。
    2) 客戶雖有喝茶的習慣，但通常在晚上九點到十一點之間飲用。",1
25867501,女,67.0,台北市內湖區,C,天蠍座,6652,否,否,否,是,否,是,是,否,883232.6190299998,314,107684.76192,17,34816.19048,10,10581.90476,1,22632.38096,7,320100.0,70,106765.71430000002,15,34157.14286,9,10581.90476,1,22632.38096,7,否,否,是,否,否,否,1,否,是,是,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她有女兒在英國，計劃過年前探望她，並於一月十五日回來。
    2) 客戶表示曾購買益生菌給家人使用，但家人現在有自己想要吃的保健品。
    3) 客戶表示家中沒有人特別吃幹細胞相關產品，因此購買這些產品對她無意義。

2. 健康狀況
    1) 客戶提到胃不好，吸收進食的東西效果不佳，需遵循醫生建議，部分需用打針方式進行。
    2) 客戶提到血壓問題，暫時不會購買某些產品。
    3) 客戶提到眼睛狀況不佳，包括老花眼，並有在服用眼睛相關的藥物。
    4) 客戶提到自己感冒了，並表示吃太多藥導致胃不舒服。
    5) 客戶表示平時睡眠狀況良好，通常可以一覺到天亮。
    6) 客戶提到過敏問題。

3. 職業背景
    1) 客戶提到她在家工作，並表示明天中午以前都會在家工作。
    2) 客戶提到她的行程繁忙，近期忙於開會、出差及準備出國。

4. 健康食品使用心得
    1) 客戶表示目前有在吃燕窩，但還有存貨未吃完，回家後偶爾會吃一點點。
    2) 客戶提到她目前有在服用醫生開的保健品及醫院的藥物，因此不會隨意服用其他保健品。
    3) 客戶表示曾購買燕窩產品，對購買燕窩有興趣，但需要詳細了解內容與價格。
    4) 客戶表示曾購買南投信義五十年老張青梅。
    5) 客戶提到她之前購買的鍋寶產品有小問題，但仍繼續使用，並提到其價錢合理。
    6) 客戶提到她之前的電鍋使用了兩三年後才壞掉，修理後仍可繼續使用。
    7) 客戶表示最近購買了許多美容保養品，尚未使用完畢，並對修護抗老面膜有需求。

5. 禁忌
    1) 客戶表示不會服用通血管的保健品，認為這類產品不能亂吃。
    2) 客戶提到她不喜歡花旗蔘產品。
    3) 客戶提到她的胃不好，對入口的產品有挑選限制，除了燕窩外其他產品不太接受。
    4) 客戶表示暫時不會購買褐藻糖膠及幹細胞產品，因為已有其他產品在使用。",1
25880042,男,60.0,高雄市左營區,D+,水瓶座,6638,否,否,否,否,否,是,是,否,10771.42857,6,10771.42857,6,7179.047619999999,3,5657.14286,1,0.0,0,7749.52381,4,7749.52381,4,7179.047619999999,3,5657.14286,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25888419,女,55.0,桃園市八德區,D+,摩羯座,6627,否,否,否,否,否,否,是,否,50048.85714000001,35,13256.19048,5,2828.57143,1,2828.57143,1,0.0,0,10654.28572,5,9371.42857,3,2828.57143,1,2828.57143,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25904415,女,68.0,新北市新莊區,D,天蠍座,6606,否,否,否,否,否,是,否,否,24850.761869999995,29,8270.476179999998,13,3853.33333,5,0.0,0,951.42857,1,8964.76189,14,7327.619039999999,12,2910.4761899999994,4,0.0,0,951.42857,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她的女兒負責購買家中所需的牙膏等用品，但未提及是否同住。
    2) 客戶表示她的女兒已經購買了十年的某品牌牙膏。
    3) 客戶表示她的女兒會幫忙購買生活用品。
    4) 客戶表示她會詢問女兒的意見後再決定是否購買葉黃素。

2. 健康狀況
    1) 客戶提到她目前手臂受傷，行動受限，且需要一個月才能恢復正常活動。
    2) 客戶表示她花了十幾萬進行修復治療，包含自費項目。
    3) 客戶提到今天要出門去復健，並表示明後天應該可以在家。

3. 職業背景
    1) 客戶提到她已經退休了。

4. 健康食品使用心得
    1) 客戶表示她幾乎每天都有在服用保健食品，目前家中還有一瓶半的存量。
    2) 客戶提到她有在使用葉黃素，並且目前家中有兩盒存貨。
    3) 客戶提到她有使用龜鹿膏，可能作為修復或保養用途。
    4) 客戶表示她有使用美人膠，並提到慢慢來使用。
    5) 客戶提到她目前不需要益生菌、葉黃素或時空膠囊等保健品。
    6) 客戶詢問苦瓜胜肽的價格與功效，並提到可能會考慮購買。
    7) 客戶提到魚油，但未明確表示正在使用。

5. 禁忌
    1) 客戶提到她目前沒有在吃苦茶油。
    2) 客戶表示對白冰冰的補骨胜肽廣告沒有興趣。",1
25905206,女,69.0,宜蘭縣宜蘭市,Z,天秤座,6604,否,否,否,否,否,否,是,否,93042.66667,55,75569.04759,37,16039.04761,11,0.0,0,0.0,0,10247.61904,4,10247.61904,4,2742.85714,1,0.0,0,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25915251,女,62.0,新北市新店區,A,獅子座,6592,否,否,是,否,否,否,是,否,740979.3808799998,393,86097.14285,13,67791.42856999999,4,67791.42856999999,4,0.0,0,345644.76192,54,86097.14284999999,13,67791.42857,4,67791.42857,4,0.0,0,否,否,否,否,否,否,0,否,否,是,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她的女兒也有訂購產品。
    2) 客戶家最近重新開業。

2. 健康狀況
    1) 客戶提到自己有便秘的問題。
    2) 客戶表示自己有乾性皮膚，使用某些產品後感覺太乾。

3. 職業背景
    1) 客戶白天從事股票相關工作，平日工作繁忙。
    2) 客戶參加了直銷，表示現在什麼都不缺。

4. 健康食品使用心得
    1) 客戶對保健品效果持懷疑態度，認為如果沒有明顯效果，即使免費也不會考慮。
    2) 客戶曾購買口服玻尿酸、干貝產品和藏紅花，但對效果不滿意，部分產品未使用完即丟棄。
    3) 客戶對益生菌產品有興趣，並詢問其功能及價格，且表示會先吃益生菌再吃代餐。
    4) 客戶偶爾購買玻尿酸產品，但覺得效果不明顯，認為直接進行醫美效果更快。
    5) 客戶表示曾經購買過自然美和東森的保養品，但對某些產品效果不滿意，現在對此類產品興趣不大。
    6) 客戶表示會回購某些產品，顯示對部分產品的滿意度。

5. 禁忌
    1) 客戶表示不需要醫美產品，並對保養品興趣不大，因為已有太多存貨。
    2) 客戶提到她的胃不大，吃代餐後無法再吃其他東西。",1
25919105,女,69.0,嘉義市,D,金牛座,6587,否,否,否,否,否,否,是,否,74204.76188,59,32133.333330000005,22,5502.85714,7,1711.42857,3,0.0,0,7500.95238,8,7500.952380000001,8,2769.52381,4,1711.42857,3,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25928455,女,55.0,台南市永康區,D+,水瓶座,6575,否,否,是,否,否,是,是,否,290889.80956,94,48280.95238,12,15121.90477,6,12730.4762,4,0.0,0,243040.95239,57,48251.42857,11,15092.38096,5,12730.4762,4,0.0,0,否,否,否,否,否,否,1,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶家中小孩已經上大學，並不住在家裡。
    2) 家庭聚餐人數大約是六到八人。

2. 健康狀況
    1) 客戶提到因年紀較大，有時會忘記服用保健品。
    2) 客戶表示她會胃痛，且有時候會忘記喝水。
    3) 客戶提到她之前打過疫苗，但後來沒有再接種。
    4) 客戶表示她很怕亂吃東西導致健康問題，並不敢隨便嘗試新產品。

3. 職業背景
    1) 客戶目前正在上班，通常在五點下班。
    2) 客戶表示辦公室有開冷氣。

4. 健康食品使用心得
    1) 客戶有購買過幹細胞產品、B群、益生菌、膠原蛋白、魚油等保健食品，但許多產品尚未使用完或已過期。
    2) 客戶每天服用一顆幹細胞產品，但未感受到明顯效果或副作用，且有時會忘記服用。
    3) 客戶認為某些保健品需要長期服用才有效果，但她經常因忙碌而忘記服用。
    4) 客戶提到她購買的魚油膠囊好吞，且對其功效和價格有疑問。
    5) 客戶認為資生堂的保養品效果較好，並使用其金色圓形面霜。
    6) 客戶對之前購買的金鑽產品不滿意，並表示如果產品不好用，通常不會退貨。
    7) 客戶提到她不喜歡吃保健食品，也不喜歡吃燕窩。

5. 禁忌
    1) 客戶不吃牛肉和羊肉。
    2) 客戶目前不需要玻尿酸相關產品，並對幹細胞產品持保留態度，認為一開始使用可能會像白老鼠。
    3) 客戶擔心每天服用某些產品可能會有副作用。
    4) 客戶不敢亂吃東西，包括飯都不敢亂吃。",1
25931314,男,59.0,台中市大肚區,C,金牛座,6571,否,否,是,否,否,是,是,否,372945.28574,174,88340.00003,47,26931.42858,14,14914.285720000002,7,2552.38095,1,29161.90475,11,11504.7619,7,9619.04762,5,9619.04762,5,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 未提及具體家庭關係。

2. 健康狀況
    1) 客戶為58歲男性，患有高血壓，血壓值在130到140之間，並有服用血壓藥控制。
    2) 客戶血糖偏高，數值在150到160之間。
    3) 客戶有膝蓋疼痛的問題，正在嘗試通過保健食品緩解。

3. 職業背景
    1) 客戶為東森購物的會員，已加入16年。

4. 健康食品使用心得
    1) 客戶目前每天服用四顆保健食品，早晚各兩顆，已經服用了一個星期。
    2) 客戶曾服用含有玻尿酸和葡萄糖胺成分的保健食品。
    3) 客戶目前服用魚油，並表示會再試吃新的保健食品。
    4) 客戶對某產品價格較高且效果不佳表示不滿，但未明確指出具體產品。

5. 禁忌
    1) 客戶未提及具體禁忌事項。",1
25938237,女,58.0,台南市永康區,A,白羊座,6564,否,否,是,是,否,是,是,否,483910.8572100001,257,296974.2857999998,142,118319.04763000007,57,95961.90479000004,21,2738.09523,4,294309.5239,106,264492.38105,99,102068.57146,28,95961.90479,21,1504.7619,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶與先生已分居，並不想與先生有來往。
    2) 客戶有一名30歲的兒子和一名32歲的女兒，兒子是工程師，工作忙碌，女兒目前在找房子。
    3) 客戶的兒子有鼻子過敏，最近因抵抗力下降感冒，已接種四劑疫苗。
    4) 客戶有孫子，但由其他家人照顧。
    5) 客戶曾經照顧過生病的婆婆三個月，婆婆曾因中風賣掉房子支付醫藥費。

2. 健康狀況
    1) 客戶有糖尿病、高血壓、高血糖、膽固醇高等健康問題，並有腰痠背痛、膝蓋疼痛、抽筋、乾眼症、眼睛模糊、脂肪堆積等症狀。
    2) 客戶進入更年期，感到身體狀況與兩年前相比有明顯落差，並有自律神經失調、睡眠品質不佳、記憶力減退等問題。
    3) 客戶有過敏、支氣管問題，偶爾夜尿，並提到尿液有泡沫。
    4) 客戶的體重穩定，目前為52公斤，身高158公分，曾因生育體重增加，且有肥胖問題。
    5) 客戶有時感到疲勞，體力不佳，偶爾感冒，並提到最近感冒但無其他症狀。

3. 職業背景
    1) 客戶目前從事早餐店相關工作，工作時間為早上四點至中午十二點，工作需要長時間站立，可能導致職業傷害。
    2) 客戶曾從事餐飲業超過二十年，過去工作時間長，超負荷工作導致身體勞累。
    3) 客戶的工作斷斷續續，月收入約兩萬元，可能持續工作到退休。

4. 健康食品使用心得
    1) 客戶每天服用B群和其他保健食品，感覺精神狀況有所改善，頭腦清楚，排便順暢，睡眠品質也有所提升。
    2) 客戶對葉黃素和咪唑胜肽有正面評價，認為有助於眼睛健康和舒緩腳部不適。
    3) 客戶對於保健食品的口味較為挑剔，不喜歡太甜、太酸或油膩的產品，並不喜歡人蔘相關產品。
    4) 客戶曾嘗試過德國水晶蛋白，但不喜歡其酸味，對氨基酸飲品的味道也不滿意。

5. 禁忌
    1) 客戶是全素食者，因宗教原因不吃葷食，包括蛋和奶。
    2) 客戶不吃麻辣食物，也不喜歡喝豆漿和豆腐乳。
    3) 客戶不喜歡使用油膩的產品，並避免含糖的保健食品。",1
25953054,男,57.0,屏東縣竹田鄉,D+,水瓶座,6548,否,否,否,否,否,是,是,否,137955.90474,70,46702.85715000001,27,16914.28571,3,14742.85714,2,2171.42857,1,84783.80948,24,31568.57143,9,16914.28571,3,14742.85714,2,2171.42857,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶母親年齡為85至86歲，健康狀況正常，沒有三高。
    2) 客戶提到自己有種植少量的水果，並需要保養和費心照顧。

2. 健康狀況
    1) 客戶年齡為56歲，眼睛狀況良好，能看到一千公尺，並無三高或攝護腺相關症狀。
    2) 客戶提到有時候工作會感到疲勞，但目前健康狀況尚可。

3. 職業背景
    1) 客戶從事務農工作，並提到需要照顧種植的水果。
    2) 客戶目前經濟狀況不佳，最近沒有收入，經濟負擔較重，無法負擔額外開銷。

4. 健康食品使用心得
    1) 客戶曾使用過葉黃素，但認為對自己幫助不大，目前以一盒一盒的形式購買。
    2) 客戶有時候服用B群，並有補骨胜肽可食用，且目前服用肝藥和中藥配方的保健品。
    3) 客戶曾購買過含芝麻素的牛奶，使用過南極磷蝦油，並曾訂購過蚓激酶三次。
    4) 客戶對於檸檬和芭樂的搭配飲品有一定了解，認為對身體有幫助，並表示南瓜籽油有用。

5. 禁忌
    1) 客戶目前經濟狀況不佳，無法負擔額外開銷，對購買褐藻產品仍在考慮中。
    2) 客戶對美國的產品較有好感，但目前經濟上不允許購買產品。",1
25957574,女,65.0,新北市泰山區,D,雙子座,6543,否,否,否,否,否,是,否,否,59458.42853,48,10304.76189,16,1760.0,3,0.0,0,0.0,0,35905.71425,35,8599.999989999998,14,1760.0,3,0.0,0,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她已婚，並有兩個孩子。
    2) 客戶提到她的老公下班會回家，且因車禍需要賠償五十萬，目前已支付了二十萬作為賠償金。

2. 健康狀況
    1) 客戶提到自己比較偏胖。
    2) 客戶提到她有低血壓的情況。
    3) 客戶提到曾經骨折。

3. 職業背景
    1) 客戶未提及具體職業背景，但提到她是VIP會員，且偏好購買零利率商品。
    2) 客戶曾經網購磷蝦油，並提到磷蝦油的價格為五百元。

4. 健康食品使用心得
    1) 客戶提到她有在吃磷蝦油，並剛購買了兩瓶磷蝦油。
    2) 客戶表示她以前有喝過膠原蛋白，並提到市面上有補膠質的產品。
    3) 客戶提到每天喝精油。

5. 禁忌
    1) 客戶提到她不吃甜食。
    2) 客戶提到她不吃日本的食品，也不吃萬歲牌的堅果。
    3) 客戶提到她不取豆發酵劑。
    4) 客戶表示她不使用保養品，也不使用時空膠囊。
    5) 客戶提到她不喜歡保健品，且有很多東西吃不完，因此不需要再購買。",1
25961145,女,63.0,花蓮縣光復鄉,D+,雙子座,6539,否,否,否,否,否,否,是,否,8523.00001,4,7580.00001,3,7580.00001,3,7580.00001,3,0.0,0,3808.57143,1,3808.57143,1,3808.57143,1,3808.57143,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25962180,男,70.0,新北市汐止區,D+,雙子座,6538,否,否,是,否,否,否,是,否,665396.4761699999,194,66415.23807,27,42997.14282000001,14,39268.57139000001,11,0.0,0,308807.61904,71,39019.04761,7,26182.85713,3,26182.85713,3,0.0,0,否,否,否,否,否,否,1,否,否,否,否,是,0,否,否,否,"1. 家庭關係
    1) 客戶有一位配偶，配偶有血糖和血壓偏高的問題，並服用糖尿病相關藥物。
    2) 客戶的配偶目前有在服用甘味人生苦瓜胜肽產品，並對米糠魚油產品有興趣。

2. 健康狀況
    1) 客戶目前服用合利他命和眼睛相關保健品。
    2) 客戶提到自己仍在服用葉黃素，並曾購買龜鹿丸作為保健食品。

3. 職業背景
    1) 未提及具體職業背景。
    2) 客戶提到每年出國旅遊兩到三次。

4. 健康食品使用心得
    1) 客戶曾購買華陀的鴕鳥精，但表示效果不明顯，且很久未再購買。
    2) 客戶曾購買PPLS的綠蜂膠，認為其濃度是超市網的三倍。
    3) 客戶曾購買南瓜籽、磷蝦油和益生菌等產品，並提到益生菌和葉黃素，但未明確表示對其有興趣。
    4) 客戶經常從東森購物購買商品。
    5) 客戶曾購買葉黃素產品，對其價格表示疑問。
    6) 客戶提到之前購買的保健品已過期。

5. 禁忌
    1) 客戶未提及具體禁忌事項。",1
25966794,男,54.0,新竹縣竹北市,D,雙魚座,6534,否,否,是,否,否,否,是,否,55037.57145,31,42494.28574000001,21,11160.95238,8,7619.04761,5,0.0,0,12351.428569999998,7,12351.428570000002,7,3808.57142,4,3371.4285600000003,3,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25968575,女,74.0,高雄市鳳山區,D+,射手座,6532,否,否,否,否,否,是,是,否,388423.19043,175,154697.14284,36,27666.666659999995,7,23600.95238,3,0.0,0,314775.23806,116,145330.47617,28,26437.14285,6,23600.95238,3,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶目前一個人住，家中有太多營養品未使用完。
    2) 客戶提到家中有人在吃中藥調理身體。
    3) 客戶曾在過年時一個人過年。

2. 健康狀況
    1) 客戶有高血壓，早上會服用血壓藥和降血糖藥。
    2) 客戶有胃食道逆流和便秘的問題。
    3) 客戶已接種流感疫苗。
    4) 客戶提到如果回到高雄，會去做復健。

3. 職業背景
    1) 客戶目前在高雄工作，採取做一天休一天的工作模式。
    2) 客戶提到公司提供住宿，每人一個房間。
    3) 客戶目前的班表尚未排出來，並計劃四月六日之前都待在高雄。
    4) 客戶提到她可能需要休息一下再開始上班。

4. 健康食品使用心得
    1) 客戶曾購買過萬壽元保健食品，針對血壓、血脂、血糖和膽固醇，並記得該產品。
    2) 客戶曾購買過大紅麴產品，但經常忘記服用。
    3) 客戶對補骨胜肽產品感興趣，並詢問產品名稱和詳細說明。
    4) 客戶曾購買過幹細胞相關產品，但需要時間考慮是否再次購買。
    5) 客戶曾購買過藍色的保健食品，但尚未食用。
    6) 客戶對益生菌的服用方式有疑問，確認一天吃一顆。
    7) 客戶對石墨烯產品感興趣，曾購買過石墨烯圍巾。
    8) 客戶表示對褐藻有所了解。
    9) 客戶曾購買過美國的某種產品，且一直有在使用。
    10) 客戶提到她斷斷續續服用某產品，覺得效果不大。

5. 禁忌
    1) 客戶目前不考慮購買涼感衣物，因為價格較高。
    2) 客戶目前不需要購買乳霜，因為手上還有其他產品。
    3) 客戶提到家中有存放保健食品，擔心過期浪費，因此對購買新保健食品感到猶豫。
    4) 客戶提到目前家裡的東西實在太多了，不想花錢再購買。
    5) 客戶表示她目前沒有時間看商品資訊，因此不知道有什麼商品。",1
25970122,女,64.0,台南市永康區,D+,處女座,6530,否,否,否,是,否,是,是,否,197232.61906,119,74300.0,40,36577.14286,17,6252.38095,2,1798.09524,1,17000.95238,4,7572.38095,2,4743.80952,1,4743.80952,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 無相關資訊提及。

2. 健康狀況
    1) 客戶看東西比較模糊。
    2) 客戶有飛蚊症的問題。
    3) 客戶有胃食道逆流的問題。

3. 職業背景
    1) 客戶目前正在上班，平日下班時間為六點。

4. 健康食品使用心得
    1) 客戶有服用健康食品的習慣，通常在飯後服用。
    2) 客戶曾購買過東森購物和妍美会的葉黃素，並每天服用一顆，後來改為一天兩顆，現在改為服用XXX軍品牌的葉黃素。
    3) 客戶目前服用XXX軍品牌的葉黃素，認為其價格較高，一盒約一千多元。
    4) 客戶曾使用過膠囊形式的益生菌，目前仍有服用益生菌。

5. 禁忌
    1) 無其他禁忌資訊提及。",1
25971645,男,68.0,台中市大里區,D+,處女座,6529,否,否,是,否,否,否,是,否,39133.19048999999,22,5666.6666700000005,2,5666.6666700000005,2,5666.6666700000005,2,0.0,0,2828.57143,1,2828.57143,1,2828.57143,1,2828.57143,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
25998447,女,76.0,高雄市前鎮區,D+,射手座,6501,否,否,否,否,否,是,否,否,17674.28571,15,14845.71428,12,9450.47619,7,0.0,0,0.0,0,2282.85714,3,2282.85714,3,2282.85714,3,0.0,0,0.0,0,否,否,否,否,否,否,1,否,否,否,否,否,0,否,否,否,,1
25999247,男,57.0,屏東縣屏東市,C,巨蟹座,6500,否,否,否,否,否,是,是,否,146193.19052,63,31835.23811,13,20198.09523,7,0.0,0,7200.0,4,31647.61904,8,16685.71428,6,16685.71428,6,0.0,0,7200.0,4,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有兩個小孩，其中老大已經在賺錢。
    2) 客戶的女兒目前是學生，住在外面租房子，只有在廠家有活動時才會回家。

2. 健康狀況
    1) 客戶提到自己瘦身成功，現在穿M號或L號的衣服。

3. 職業背景
    1) 無相關資訊。

4. 健康食品使用心得
    1) 客戶有購買過華陀的燕窩產品。

5. 禁忌
    1) 客戶不喜歡黃色的顏色。
    2) 客戶不敢在網路上購買某些商品，尤其是鞋子。",1
26009849,女,66.0,高雄市楠梓區,D+,白羊座,6487,否,否,否,否,否,否,是,否,74307.76189000001,51,7582.85714,2,3791.42857,1,3791.42857,1,0.0,0,13992.38095,5,7582.85714,2,3791.42857,1,3791.42857,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
26012845,女,50.0,桃園市桃園區,Z,摩羯座,6483,否,否,否,否,否,否,否,否,37415.23812,19,10045.71428,3,10045.71428,3,0.0,0,0.0,0,760.95238,1,760.95238,1,760.95238,1,0.0,0,0.0,0,否,否,否,是,否,否,1,否,否,否,否,否,0,否,否,否,,1
